Station	Header	Station_Code	Station_Country	Station_Name	Station_LongName	Station_ActiveFromDate	Station_ActiveUntilDate	Station_ProgramGovernance	Station_StationGovernance	Station_PURPM	Station_Latitude	Station_LatitudeRange	Station_Longitude	Station_LongitudeRange	Station_Geometry	Station_DataType	Station_WLTYP	Station_MSTAT	Station_Notes	Station_Deprecated
Station	Record	11845	SE	SV KALVÖ	SV KALVÖ	2010		O~NTL	545	E~S~T	58.75000	0.05000	11.06830	0.10000		ZB				false 
Station	Record	11846	SE	S KOSTERFJORD	S KOSTERFJORD	2010		O~NTL	545	E~S~T	58.82670	0.05000	11.09670	0.10000		ZB				false 
Station	Record	11847	SE	STIGFJORDEN	STIGFJORDEN	2010		O~NTL	545	E~S~T	58.07170	0.05000	11.57830	0.10000		ZB				false 
Station	Record	11848	SE	VADE 3	VADE 3	2010		O~NTL	545	E~S~T	58.59830	0.05000	11.22420	0.10000		ZB				false 
Station	Record	11849	SE	NK 10	NK 10	2016		H	545	E~S~T	63.35748	0.05000	20.28698	0.10000		ZB	C	B		false 
Station	Record	11850	SE	NK 11	NK 11	2016		H	545	E~S~T	63.33335	0.05000	20.21918	0.10000		ZB	C	B		false 
Station	Record	11851	SE	NK 12	NK 12	2016		H	545	E~S~T	63.38172	0.05000	20.25803	0.10000		ZB	C	B		false 
Station	Record	11852	SE	NK 8	NK 8	2016		H	545	E~S~T	63.67643	0.05000	21.25080	0.10000		ZB	C	B		false 
Station	Record	11853	SE	NK 9	NK 9	2016		H	545	E~S~T	63.56752	0.05000	20.90790	0.10000		ZB	C	B		false 
Station	Record	11854	SE	REFM2S2	REFM2S2	2016		H	545	E~S~T	57.12658	0.05000	16.59350	0.10000		ZB	C	B		false 
Station	Record	11855	SE	TA1	TA1	2016		H	545	E~S~T	57.10987	0.05000	16.62045	0.10000		ZB	C	B		false 
Station	Record	11856	SE	TA2	TA2	2016		H	545	E~S~T	57.11827	0.05000	16.60998	0.10000		ZB	C	B		false 
Station	Record	11857	SE	TA3	TA3	2016		H	545	E~S~T	57.13413	0.05000	16.57078	0.10000		ZB	C	B		false 
Station	Record	11858	SE	TA4	TA4	2016		H	545	E~S~T	57.13735	0.05000	16.59723	0.10000		ZB	C	B		false 
Station	Record	11859	SE	S 71	S 71	2010		H	545	E~S~T	60.46500	0.05000	18.31417	0.10000		ZB	C	B		false 
Station	Record	11860	SE	S 72	S 72	2010		H	545	E~S~T	60.48633	0.05000	18.30800	0.10000		ZB	C	B		false 
Station	Record	11861	SE	S 74	S 74	2010		H	545	E~S~T	60.52217	0.05000	18.35550	0.10000		ZB	C	B		false 
Station	Record	11862	SE	S 75	S 75	2010		H	545	E~S~T	60.54500	0.05000	18.31750	0.10000		ZB	C	B		false 
Station	Record	11863	SE	WA2	WA2	2010		H	545	E~S~T	60.22085	0.05000	18.91022	0.10000		ZB	C	B		false 
Station	Record	11864	SE	WA3	WA3	2010		H	545	E~S~T	60.19784	0.05000	18.85611	0.10000		ZB	C	B		false 
Station	Record	11865	SE	WA4	WA4	2010		H	545	E~S~T	60.22248	0.05000	18.87239	0.10000		ZB	C	B		false 
Station	Record	11866	SE	WA5	WA5	2010		H	545	E~S~T	60.20366	0.05000	18.84137	0.10000		ZB	C	B		false 
Station	Record	11867	SE	WA7	WA7	2010		H	545	E~S~T	60.23138	0.05000	18.77617	0.10000		ZB	C	B		false 
Station	Record	11868	SE	WA8	WA8	2010		H	545	E~S~T	60.27431	0.05000	18.73260	0.10000		ZB	C	B		false 
Station	Record	11869	SE	ASKIMSFJORDEN_1	ASKIMSFJORDEN_1	2010		O~H	545	E~S~T	57.60515	0.05000	11.84725	0.10000		ZB				false 
Station	Record	11870	SE	ASKIMSFJORDEN_3	ASKIMSFJORDEN_3	2010		O~H	545	E~S~T	57.58398	0.05000	11.88063	0.10000		ZB				false 
Station	Record	11871	SE	ASKIMSFJORDEN_5	ASKIMSFJORDEN_5	2010		O~H	545	E~S~T	57.59357	0.05000	11.88977	0.10000		ZB				false 
Station	Record	11872	SE	ASKIMSFJORDEN_7	ASKIMSFJORDEN_7	2010		O~H	545	E~S~T	57.60415	0.05000	11.86727	0.10000		ZB				false 
Station	Record	11873	SE	Brofjorden_9	BROFJORDEN_9	2010		O	545	E~S~T	58.32215	0.05000	11.39453	0.10000		ZB				false 
Station	Record	11874	SE	DANA FJORD_1	DANA FJORD_1	2010		O~H	545	E~S~T	57.63422	0.05000	11.76929	0.10000		ZB				false 
Station	Record	11875	SE	DANA FJORD_3	DANA FJORD_3	2010		O~H	545	E~S~T	57.64087	0.05000	11.70297	0.10000		ZB				false 
Station	Record	11876	SE	DANA FJORD_4	DANA FJORD_4	2010		O~H	545	E~S~T	57.65142	0.05000	11.71213	0.10000		ZB				false 
Station	Record	11877	SE	DANA FJORD_5	DANA FJORD_5	2010		O~H	545	E~S~T	57.66433	0.05000	11.70923	0.10000		ZB				false 
Station	Record	11878	SE	DANA FJORD_6	DANA FJORD_6	2010		O~H	545	E~S~T	57.67764	0.05000	11.70778	0.10000		ZB				false 
Station	Record	11879	SE	DANA FJORD_7	DANA FJORD_7	2010		O~H	545	E~S~T	57.66042	0.05000	11.68297	0.10000		ZB				false 
Station	Record	11880	SE	DANA FJORD_8	DANA FJORD_8	2010		O~H	545	E~S~T	57.64885	0.05000	11.68973	0.10000		ZB				false 
Station	Record	11881	SE	DANA FJORD_9	DANA FJORD_9	2010		O~H	545	E~S~T	57.65862	0.05000	11.73278	0.10000		ZB				false 
Station	Record	11882	SE	ELLÖSE_1	ELLÖSE_1	2010		O	545	E~S~T	58.17595	0.05000	11.41227	0.10000		ZB				false 
Station	Record	11883	SE	ELLÖSE_3	ELLÖSE_3	2010		O	545	E~S~T	58.18877	0.05000	11.46389	0.10000		ZB				false 
Station	Record	11884	SE	ELLÖSE_5	ELLÖSE_5	2010		O	545	E~S~T	58.18242	0.05000	11.45165	0.10000		ZB				false 
Station	Record	11885	SE	ELLÖSE_7	ELLÖSE_7	2010		O	545	E~S~T	58.18453	0.05000	11.42820	0.10000		ZB				false 
Station	Record	11886	SE	ELLÖSE_9	ELLÖSE_9	2010		O	545	E~S~T	58.18570	0.05000	11.40557	0.10000		ZB				false 
Station	Record	11887	SE	FALKENBERG_3	FALKENBERG_3	2010		O~H	545	E~S~T	56.85907	0.05000	12.47974	0.10000		ZB				false 
Station	Record	11888	SE	FALKENBERG_4	FALKENBERG_4	2010		O~H	545	E~S~T	56.83779	0.05000	12.49310	0.10000		ZB				false 
Station	Record	11889	SE	FJÄLLBACKA_2	FJÄLLBACKA_2	2010		O	545	E~S~T	58.60313	0.05000	11.18823	0.10000		ZB				false 
Station	Record	11890	SE	FJÄLLBACKA_4	FJÄLLBACKA_4	2010		O	545	E~S~T	58.61386	0.05000	11.20813	0.10000		ZB				false 
Station	Record	11891	SE	FJÄLLBACKA_5	FJÄLLBACKA_5	2010		O	545	E~S~T	58.55120	0.05000	11.19918	0.10000		ZB				false 
Station	Record	11892	SE	FJÄLLBACKA_9	FJÄLLBACKA_9	2010		O	545	E~S~T	58.58035	0.05000	11.23462	0.10000		ZB				false 
Station	Record	11893	SE	FJÄLLBACKA_INRE_10	FJÄLLBACKA_INRE_10	2010		O	545	E~S~T	58.63539	0.05000	11.25961	0.10000		ZB				false 
Station	Record	11894	SE	FJÄLLBACKA_INRE_2	FJÄLLBACKA_INRE_2	2010		O	545	E~S~T	58.57283	0.05000	11.25972	0.10000		ZB				false 
Station	Record	11895	SE	FJÄLLBACKA_INRE_4	FJÄLLBACKA_INRE_4	2010		O	545	E~S~T	58.62719	0.05000	11.26211	0.10000		ZB				false 
Station	Record	11896	SE	FJÄLLBACKA_INRE_5	FJÄLLBACKA_INRE_5	2010		O	545	E~S~T	58.59150	0.05000	11.26239	0.10000		ZB				false 
Station	Record	11897	SE	FJÄLLBACKA_INRE_9	FJÄLLBACKA_INRE_9	2010		O	545	E~S~T	58.57211	0.05000	11.27239	0.10000		ZB				false 
Station	Record	11898	SE	GÖTEBORG N YTTRE KUST_1	GÖTEBORG N YTTRE KUST_1	2010		O~H	545	E~S~T	57.77965	0.05000	11.49390	0.10000		ZB				false 
Station	Record	11899	SE	GÖTEBORG N YTTRE KUST_2	GÖTEBORG N YTTRE KUST_2	2010		O~H	545	E~S~T	57.80548	0.05000	11.52385	0.10000		ZB				false 
Station	Record	11900	SE	GÖTEBORG N YTTRE KUST_3	GÖTEBORG N YTTRE KUST_3	2010		O~H	545	E~S~T	57.84307	0.05000	11.45943	0.10000		ZB				false 
Station	Record	11901	SE	GÖTEBORG N YTTRE KUST_4	GÖTEBORG N YTTRE KUST_4	2010		O~H	545	E~S~T	57.81175	0.05000	11.47023	0.10000		ZB				false 
Station	Record	11902	SE	GÖTEBORG N YTTRE KUST_5	GÖTEBORG N YTTRE KUST_5	2010		O~H	545	E~S~T	57.71565	0.05000	11.56480	0.10000		ZB				false 
Station	Record	11903	SE	GÖTEBORG N YTTRE KUST_6	GÖTEBORG N YTTRE KUST_6	2010		O~H	545	E~S~T	57.70670	0.05000	11.53295	0.10000		ZB				false 
Station	Record	11904	SE	GÖTEBORG N YTTRE KUST_7	GÖTEBORG N YTTRE KUST_7	2010		O~H	545	E~S~T	57.66928	0.05000	11.55745	0.10000		ZB				false 
Station	Record	11905	SE	GÖTEBORG N YTTRE KUST_8	GÖTEBORG N YTTRE KUST_8	2010		O~H	545	E~S~T	57.75633	0.05000	11.54822	0.10000		ZB				false 
Station	Record	11906	SE	HALSE ASKERÖFJORD_1	HALSE ASKERÖFJORD_1	2010		O	545	E~S~T	58.08028	0.05000	11.79143	0.10000		ZB				false 
Station	Record	11907	SE	HALSE ASKERÖFJORD_3	HALSE ASKERÖFJORD_3	2010		O	545	E~S~T	58.10107	0.05000	11.79828	0.10000		ZB				false 
Station	Record	11908	SE	HALSE ASKERÖFJORD_5	HALSE ASKERÖFJORD_5	2010		O	545	E~S~T	58.11625	0.05000	11.79647	0.10000		ZB				false 
Station	Record	11909	SE	HALSE ASKERÖFJORD_7	HALSE ASKERÖFJORD_7	2010		O	545	E~S~T	58.11788	0.05000	11.82798	0.10000		ZB				false 
Station	Record	11910	SE	HAMBURGSUND_1	HAMBURGSUND_1	2010		O	545	E~S~T	58.54098	0.05000	11.24098	0.10000		ZB				false 
Station	Record	11911	SE	HAMBURGSUND_3	HAMBURGSUND_3	2010		O	545	E~S~T	58.53581	0.05000	11.24379	0.10000		ZB				false 
Station	Record	11912	SE	HAMBURGSUND_5	HAMBURGSUND_5	2010		O	545	E~S~T	58.52614	0.05000	11.25763	0.10000		ZB				false 
Station	Record	11913	SE	HAMBURGSUND_7	HAMBURGSUND_7	2010		O	545	E~S~T	58.53119	0.05000	11.27306	0.10000		ZB				false 
Station	Record	11914	SE	HAMBURGSUND_9	HAMBURGSUND_9	2010		O	545	E~S~T	58.52832	0.05000	11.25120	0.10000		ZB				false 
Station	Record	11915	SE	HAVSTENSFJORD_1	HAVSTENSFJORD_1	2010		O	545	E~S~T	58.29912	0.05000	11.78058	0.10000		ZB				false 
Station	Record	11916	SE	HAVSTENSFJORD_2	HAVSTENSFJORD_2	2010		O	545	E~S~T	58.28047	0.05000	11.77260	0.10000		ZB				false 
Station	Record	11917	SE	HAVSTENSFJORD_3	HAVSTENSFJORD_3	2010		O	545	E~S~T	58.26585	0.05000	11.80160	0.10000		ZB				false 
Station	Record	11918	SE	HAVSTENSFJORD_4	HAVSTENSFJORD_4	2010		O	545	E~S~T	58.28440	0.05000	11.80657	0.10000		ZB				false 
Station	Record	11919	SE	HAVSTENSFJORD_5	HAVSTENSFJORD_5	2010		O	545	E~S~T	58.30753	0.05000	11.74207	0.10000		ZB				false 
Station	Record	11920	SE	HAVSTENSFJORD_6	HAVSTENSFJORD_6	2010		O	545	E~S~T	58.31217	0.05000	11.76733	0.10000		ZB				false 
Station	Record	11921	SE	HAVSTENSFJORD_7	HAVSTENSFJORD_7	2010		O	545	E~S~T	58.29985	0.05000	11.80723	0.10000		ZB				false 
Station	Record	11922	SE	HAVSTENSFJORD_8	HAVSTENSFJORD_8	2010		O	545	E~S~T	58.27165	0.05000	11.82505	0.10000		ZB				false 
Station	Record	11923	SE	HAVSTENSFJORD_9	HAVSTENSFJORD_9	2010		O	545	E~S~T	58.25909	0.05000	11.81778	0.10000		ZB				false 
Station	Record	11924	SE	KALVÖFJORD_1	KALVÖFJORD_1	2010		O	545	E~S~T	58.29715	0.05000	11.67483	0.10000		ZB				false 
Station	Record	11925	SE	KALVÖFJORD_3	KALVÖFJORD_3	2010		O	545	E~S~T	58.28734	0.05000	11.67337	0.10000		ZB				false 
Station	Record	11926	SE	KALVÖFJORD_5	KALVÖFJORD_5	2010		O	545	E~S~T	58.25886	0.05000	11.67464	0.10000		ZB				false 
Station	Record	11927	SE	KALVÖFJORD_7	KALVÖFJORD_7	2010		O	545	E~S~T	58.30665	0.05000	11.68169	0.10000		ZB				false 
Station	Record	11928	SE	KALVÖFJORD_9	KALVÖFJORD_9	2010		O	545	E~S~T	58.24868	0.05000	11.65215	0.10000		ZB				false 
Station	Record	11929	SE	KATTEGATT UTSJÖ_1	KATTEGATT UTSJÖ_1	2010		O~H	545	E~S~T	57.03773	0.05000	11.80013	0.10000		ZB				false 
Station	Record	11930	SE	KATTEGATT UTSJÖ_11	KATTEGATT UTSJÖ_11	2010		O~H	545	E~S~T	56.73281	0.05000	12.25385	0.10000		ZB				false 
Station	Record	11931	SE	KATTEGATT UTSJÖ_12	KATTEGATT UTSJÖ_12	2010		O~H	545	E~S~T	56.99600	0.05000	12.04184	0.10000		ZB				false 
Station	Record	11932	SE	KATTEGATT UTSJÖ_13	KATTEGATT UTSJÖ_13	2010		O~H	545	E~S~T	57.16812	0.05000	11.87272	0.10000		ZB				false 
Station	Record	11933	SE	KATTEGATT UTSJÖ_14	KATTEGATT UTSJÖ_14	2010		O~H	545	E~S~T	57.44498	0.05000	11.64035	0.10000		ZB				false 
Station	Record	11934	SE	KATTEGATT UTSJÖ_3	KATTEGATT UTSJÖ_3	2010		O~H	545	E~S~T	57.33718	0.05000	11.67438	0.10000		ZB				false 
Station	Record	11935	SE	KATTEGATT UTSJÖ_4	KATTEGATT UTSJÖ_4	2010		O~H	545	E~S~T	57.54950	0.05000	11.52483	0.10000		ZB				false 
Station	Record	11936	SE	KLÄDESHOLMEN_1	KLÄDESHOLMEN_1	2010		O	545	E~S~T	57.95278	0.05000	11.55719	0.10000		ZB				false 
Station	Record	11937	SE	KLÄDESHOLMEN_3	KLÄDESHOLMEN_3	2010		O	545	E~S~T	57.97055	0.05000	11.53453	0.10000		ZB				false 
Station	Record	11938	SE	KLÄDESHOLMEN_5	KLÄDESHOLMEN_5	2010		O	545	E~S~T	57.95692	0.05000	11.55342	0.10000		ZB				false 
Station	Record	11939	SE	KLÄDESHOLMEN_7	KLÄDESHOLMEN_7	2010		O	545	E~S~T	57.95404	0.05000	11.54468	0.10000		ZB				false 
Station	Record	11940	SE	KLÄDESHOLMEN_9	KLÄDESHOLMEN_9	2010		O	545	E~S~T	57.95574	0.05000	11.52798	0.10000		ZB				false 
Station	Record	11941	SE	KUNGSHAMN_N_1	KUNGSHAMN_N_1	2010		O	545	E~S~T	58.38750	0.05000	11.23250	0.10000		ZB				false 
Station	Record	11942	SE	KUNGSHAMN_N_11	KUNGSHAMN_N_11	2010		O	545	E~S~T	58.38303	0.05000	11.23345	0.10000		ZB				false 
Station	Record	11943	SE	KUNGSHAMN_N_12	KUNGSHAMN_N_12	2010		O	545	E~S~T	58.38263	0.05000	11.22623	0.10000		ZB				false 
Station	Record	11944	SE	KUNGSHAMN_N_2	KUNGSHAMN_N_2	2010		O	545	E~S~T	58.38587	0.05000	11.24196	0.10000		ZB				false 
Station	Record	11945	SE	KUNGSHAMN_N_4	KUNGSHAMN_N_4	2010		O	545	E~S~T	58.38863	0.05000	11.23872	0.10000		ZB				false 
Station	Record	11946	SE	KUNGSHAMN_S_1	KUNGSHAMN_S_1	2010		O	545	E~S~T	58.34995	0.05000	11.22788	0.10000		ZB				false 
Station	Record	11947	SE	KUNGSHAMN_S_3	KUNGSHAMN_S_3	2010		O	545	E~S~T	58.36737	0.05000	11.24027	0.10000		ZB				false 
Station	Record	11948	SE	KUNGSHAMN_S_5	KUNGSHAMN_S_5	2010		O	545	E~S~T	58.35186	0.05000	11.25282	0.10000		ZB				false 
Station	Record	11949	SE	KUNGSHAMN_S_7	KUNGSHAMN_S_7	2010		O	545	E~S~T	58.33737	0.05000	11.23721	0.10000		ZB				false 
Station	Record	11950	SE	KUNGSHAMN_S_9	KUNGSHAMN_S_9	2010		O	545	E~S~T	58.33950	0.05000	11.25113	0.10000		ZB				false 
Station	Record	11951	SE	LAHOLMSBUKTEN INRE_1	LAHOLMSBUKTEN INRE_1	2010		O~H	545	E~S~T	56.61367	0.05000	12.82393	0.10000		ZB				false 
Station	Record	11952	SE	LAHOLMSBUKTEN YTTRE_10	LAHOLMSBUKTEN YTTRE_10	2010		O~H	545	E~S~T	56.54814	0.05000	12.68404	0.10000		ZB				false 
Station	Record	11953	SE	LAHOLMSBUKTEN YTTRE_7	LAHOLMSBUKTEN YTTRE_7	2010		O~H	545	E~S~T	56.48372	0.05000	12.66122	0.10000		ZB				false 
Station	Record	11954	SE	LAHOLMSBUKTEN YTTRE_8	LAHOLMSBUKTEN YTTRE_8	2010		O~H	545	E~S~T	56.53064	0.05000	12.61738	0.10000		ZB				false 
Station	Record	11955	SE	LAHOLMSBUKTEN YTTRE_9	LAHOLMSBUKTEN YTTRE_9	2010		O~H	545	E~S~T	56.47372	0.05000	12.54782	0.10000		ZB				false 
Station	Record	11956	SE	LYSEKIL V_1	LYSEKIL V_1	2010		O	545	E~S~T	58.27302	0.05000	11.36807	0.10000		ZB				false 
Station	Record	11957	SE	LYSEKIL V_2	LYSEKIL V_2	2010		O	545	E~S~T	58.30658	0.05000	11.38387	0.10000		ZB				false 
Station	Record	11958	SE	LYSEKIL V_3	LYSEKIL V_3	2010		O	545	E~S~T	58.29888	0.05000	11.42630	0.10000		ZB				false 
Station	Record	11959	SE	LYSEKIL V_4	LYSEKIL V_4	2010		O	545	E~S~T	58.24645	0.05000	11.37203	0.10000		ZB				false 
Station	Record	11960	SE	LYSEKIL V_5	LYSEKIL V_5	2010		O	545	E~S~T	58.28458	0.05000	11.41300	0.10000		ZB				false 
Station	Record	11961	SE	LYSEKIL YTTRE KUST_1	LYSEKIL YTTRE KUST_1	2010		O	545	E~S~T	58.15950	0.05000	11.30620	0.10000		ZB				false 
Station	Record	11962	SE	LYSEKIL YTTRE KUST_2	LYSEKIL YTTRE KUST_2	2010		O	545	E~S~T	58.29632	0.05000	11.23320	0.10000		ZB				false 
Station	Record	11963	SE	LYSEKIL YTTRE KUST_3	LYSEKIL YTTRE KUST_3	2010		O	545	E~S~T	58.17955	0.05000	11.27603	0.10000		ZB				false 
Station	Record	11964	SE	LYSEKIL YTTRE KUST_5	LYSEKIL YTTRE KUST_5	2010		O	545	E~S~T	58.30702	0.05000	11.32412	0.10000		ZB				false 
Station	Record	11965	SE	LYSEKIL YTTRE KUST_6	LYSEKIL YTTRE KUST_6	2010		O	545	E~S~T	58.26802	0.05000	11.31870	0.10000		ZB				false 
Station	Record	11966	SE	LYSEKIL YTTRE KUST_8	LYSEKIL YTTRE KUST_8	2010		O	545	E~S~T	58.20045	0.05000	11.29253	0.10000		ZB				false 
Station	Record	11967	SE	LYSEKIL YTTRE KUST_9	LYSEKIL YTTRE KUST_9	2010		O	545	E~S~T	58.14982	0.05000	11.33322	0.10000		ZB				false 
Station	Record	11968	SE	MARSTRANDSFJORDEN_1	MARSTRANDSFJORDEN_1	2010		O	545	E~S~T	57.88823	0.05000	11.51700	0.10000		ZB				false 
Station	Record	11969	SE	MARSTRANDSFJORDEN_10	MARSTRANDSFJORDEN_10	2010		O	545	E~S~T	57.89833	0.05000	11.52767	0.10000		ZB				false 
Station	Record	11970	SE	MARSTRANDSFJORDEN_2	MARSTRANDSFJORDEN_2	2010		O	545	E~S~T	57.91936	0.05000	11.53827	0.10000		ZB				false 
Station	Record	11971	SE	MARSTRANDSFJORDEN_3	MARSTRANDSFJORDEN_3	2010		O	545	E~S~T	57.91633	0.05000	11.57713	0.10000		ZB				false 
Station	Record	11972	SE	MARSTRANDSFJORDEN_4	MARSTRANDSFJORDEN_4	2010		O	545	E~S~T	57.89878	0.05000	11.55675	0.10000		ZB				false 
Station	Record	11973	SE	MARSTRANDSFJORDEN_5	MARSTRANDSFJORDEN_5	2010		O	545	E~S~T	57.88158	0.05000	11.49170	0.10000		ZB				false 
Station	Record	11974	SE	MARSTRANDSFJORDEN_6	MARSTRANDSFJORDEN_6	2010		O	545	E~S~T	57.90882	0.05000	11.56578	0.10000		ZB				false 
Station	Record	11975	SE	MARSTRANDSFJORDEN_7	MARSTRANDSFJORDEN_7	2010		O	545	E~S~T	57.91491	0.05000	11.55770	0.10000		ZB				false 
Station	Record	11976	SE	MARSTRANDSFJORDEN_8	MARSTRANDSFJORDEN_8	2010		O	545	E~S~T	57.91375	0.05000	11.51690	0.10000		ZB				false 
Station	Record	11977	SE	MARSTRANDSFJORDEN_9	MARSTRANDSFJORDEN_9	2010		O	545	E~S~T	57.89440	0.05000	11.50172	0.10000		ZB				false 
Station	Record	11978	SE	N ÖRESUND_1	N ÖRESUND_1	2010		H	545	E~S~T	56.09420	0.05000	12.59032	0.10000		ZB				false 
Station	Record	11979	SE	N ÖRESUND_3	N ÖRESUND_3	2010		H	545	E~S~T	56.21703	0.05000	12.40785	0.10000		ZB				false 
Station	Record	11980	SE	N ÖRESUND_4	N ÖRESUND_4	2010		H	545	E~S~T	56.14332	0.05000	12.50155	0.10000		ZB				false 
Station	Record	11981	SE	N ÖRESUND_6	N ÖRESUND_6	2010		H	545	E~S~T	56.26462	0.05000	12.44457	0.10000		ZB				false 
Station	Record	11982	SE	N_KOSTERFJORDEN_1	N_KOSTERFJORDEN_1	2010		O	545	E~S~T	58.90209	0.05000	11.08654	0.10000		ZB				false 
Station	Record	11983	SE	N_KOSTERFJORDEN_4	N_KOSTERFJORDEN_4	2010		O	545	E~S~T	58.88146	0.05000	11.07329	0.10000		ZB				false 
Station	Record	11984	SE	N_KOSTERFJORDEN_6	N_KOSTERFJORDEN_6	2010		O	545	E~S~T	58.90648	0.05000	11.05067	0.10000		ZB				false 
Station	Record	11985	SE	N_N_B_10	N_N_B_10	2010		O	545	E~S~T	58.91253	0.05000	10.95655	0.10000		ZB				false 
Station	Record	11986	SE	N_N_B_2	N_N_B_2	2010		O	545	E~S~T	58.85984	0.05000	10.95838	0.10000		ZB				false 
Station	Record	11987	SE	N_N_B_3	N_N_B_3	2010		O	545	E~S~T	58.93326	0.05000	10.90395	0.10000		ZB				false 
Station	Record	11988	SE	N_N_B_5	N_N_B_5	2010		O	545	E~S~T	58.94538	0.05000	11.06000	0.10000		ZB				false 
Station	Record	11989	SE	N_N_B_8	N_N_B_8	2010		O	545	E~S~T	58.92308	0.05000	10.99915	0.10000		ZB				false 
Station	Record	11990	SE	NORDRE ÄLVS FJORD/SÄLÖ FJORD_1	NORDRE ÄLVS FJORD/SÄLÖ FJORD_1	2010		O~H	545	E~S~T	57.76418	0.05000	11.72328	0.10000		ZB				false 
Station	Record	11991	SE	NORDRE ÄLVS FJORD/SÄLÖ FJORD_10	NORDRE ÄLVS FJORD/SÄLÖ FJORD_10	2010		O~H	545	E~S~T	57.79908	0.05000	11.63432	0.10000		ZB				false 
Station	Record	11992	SE	NORDRE ÄLVS FJORD/SÄLÖ FJORD_2	NORDRE ÄLVS FJORD/SÄLÖ FJORD_2	2010		O~H	545	E~S~T	57.78723	0.05000	11.69030	0.10000		ZB				false 
Station	Record	11993	SE	NORDRE ÄLVS FJORD/SÄLÖ FJORD_3	NORDRE ÄLVS FJORD/SÄLÖ FJORD_3	2010		O~H	545	E~S~T	57.77237	0.05000	11.68758	0.10000		ZB				false 
Station	Record	11994	SE	NORDRE ÄLVS FJORD/SÄLÖ FJORD_4	NORDRE ÄLVS FJORD/SÄLÖ FJORD_4	2010		O~H	545	E~S~T	57.74283	0.05000	11.71122	0.10000		ZB				false 
Station	Record	11995	SE	NORDRE ÄLVS FJORD/SÄLÖ FJORD_5	NORDRE ÄLVS FJORD/SÄLÖ FJORD_5	2010		O~H	545	E~S~T	57.77740	0.05000	11.70692	0.10000		ZB				false 
Station	Record	11996	SE	NORDRE ÄLVS FJORD/SÄLÖ FJORD_6	NORDRE ÄLVS FJORD/SÄLÖ FJORD_6	2010		O~H	545	E~S~T	57.82458	0.05000	11.63092	0.10000		ZB				false 
Station	Record	11997	SE	NORDRE ÄLVS FJORD/SÄLÖ FJORD_7	NORDRE ÄLVS FJORD/SÄLÖ FJORD_7	2010		O~H	545	E~S~T	57.82492	0.05000	11.60208	0.10000		ZB				false 
Station	Record	11998	SE	NORDRE ÄLVS FJORD/SÄLÖ FJORD_8	NORDRE ÄLVS FJORD/SÄLÖ FJORD_8	2010		O~H	545	E~S~T	57.78183	0.05000	11.67072	0.10000		ZB				false 
Station	Record	11999	SE	NORDRE ÄLVS FJORD/SÄLÖ FJORD_9	NORDRE ÄLVS FJORD/SÄLÖ FJORD_9	2010		O~H	545	E~S~T	57.84385	0.05000	11.64975	0.10000		ZB				false 
Station	Record	12000	SE	ONSALA N YTTRE KUST_11	ONSALA N YTTRE KUST_11	2010		O~H	545	E~S~T	57.38031	0.05000	11.89052	0.10000		ZB				false 
Station	Record	12001	SE	ONSALA N YTTRE KUST_12	ONSALA N YTTRE KUST_12	2010		O~H	545	E~S~T	57.32998	0.05000	11.85378	0.10000		ZB				false 
Station	Record	12002	SE	ONSALA N YTTRE KUST_6	ONSALA N YTTRE KUST_6	2010		O~H	545	E~S~T	57.47161	0.05000	11.71742	0.10000		ZB				false 
Station	Record	12003	SE	ONSALA N YTTRE KUST_8	ONSALA N YTTRE KUST_8	2010		O~H	545	E~S~T	57.52732	0.05000	11.79357	0.10000		ZB				false 
Station	Record	12004	SE	RIVÖ FJORD_1	RIVÖ FJORD_1	2010		O~H	545	E~S~T	57.66712	0.05000	11.77905	0.10000		ZB				false 
Station	Record	12005	SE	RIVÖ FJORD_2	RIVÖ FJORD_2	2010		O~H	545	E~S~T	57.67988	0.05000	11.77130	0.10000		ZB				false 
Station	Record	12006	SE	RIVÖ FJORD_5	RIVÖ FJORD_5	2010		O~H	545	E~S~T	57.67943	0.05000	11.81238	0.10000		ZB				false 
Station	Record	12007	SE	RIVÖ FJORD_7	RIVÖ FJORD_7	2010		O~H	545	E~S~T	57.66827	0.05000	11.79970	0.10000		ZB				false 
Station	Record	12008	SE	RIVÖ FJORD_9	RIVÖ FJORD_9	2010		O~H	545	E~S~T	57.66432	0.05000	11.81467	0.10000		ZB				false 
Station	Record	12009	SE	S HALLANDS KUSTVATTEN_1	S HALLANDS KUSTVATTEN_1	2010		O~H	545	E~S~T	56.66764	0.05000	12.67701	0.10000		ZB				false 
Station	Record	12010	SE	S HALLANDS KUSTVATTEN_2	S HALLANDS KUSTVATTEN_2	2010		O~H	545	E~S~T	56.74497	0.05000	12.59095	0.10000		ZB				false 
Station	Record	12011	SE	S HALLANDS KUSTVATTEN_5	S HALLANDS KUSTVATTEN_5	2010		O~H	545	E~S~T	56.70972	0.05000	12.62654	0.10000		ZB				false 
Station	Record	12012	SE	S_KOSTERFJORDEN_6	S_KOSTERFJORDEN_6	2010		O	545	E~S~T	58.80853	0.05000	11.11379	0.10000		ZB				false 
Station	Record	12013	SE	S_KOSTERFJORDEN_9	S_KOSTERFJORDEN_9	2010		O	545	E~S~T	58.85059	0.05000	11.09617	0.10000		ZB				false 
