Station	Header	Station_Code	Station_Country	Station_Name	Station_LongName	Station_ActiveFromDate	Station_ActiveUntilDate	Station_ProgramGovernance	Station_StationGovernance	Station_PURPM	Station_Latitude	Station_LatitudeRange	Station_Longitude	Station_LongitudeRange	Station_Geometry	Station_DataType	Station_WLTYP	Station_MSTAT	Station_Notes	Station_Deprecated
Station	Record	12807	SE	Vändelsö	Vändelsö	2018		NTL~O	4484	B~T					POLYGON((12.073116302490234 57.31943116990507,12.13594436645508 57.31906041042777,12.136631011962892 57.28632615581424,12.073802947998048 57.28595506246597,12.073116302490234 57.31943116990507))	EF	C	RH	Vändelsö - effects in fish	false 
Station	Record	12847	SE	KULLESKÄREN	KULLESKÄREN	2019		O	545	T~S~E	57.95000	0.05000	11.54900	0.10000		PB	C	B		false 
Station	Record	12848	SE	SNEHOLMEN	SNEHOLMEN	2019		O	545	T~S~E	58.89000	0.05000	11.06300	0.10000		PB	C	B		false 
Station	Record	12849	SE	STORA BUSKÄR	STORA BUSKÄR	2019		O	545	T~S~E	57.91000	0.05000	11.50600	0.10000		PB	C	B		false 
Station	Record	12850	SE	STORA RÅVET	STORA RÅVET	2019		O	545	T~S~E	57.83000	0.05000	11.58000	0.10000		PB	C	B		false 
Station	Record	12851	SE	VÄGGEN	VÄGGEN	2019		O	545	T~S~E	57.92000	0.05000	11.54500	0.10000		PB	C	B		false 
Station	Record	12852	SE	YTTRE VATTENHOLMEN	YTTRE VATTENHOLMEN	2019		O	545	T~S~E	58.87000	0.05000	11.10400	0.10000		PB	C	B		false 
Station	Record	12853	SE	VATTENHOLMEN	VATTENHOLMEN	2019		O	545	T~S~E	58.81000	0.05000	11.15400	0.10000		PB	C	B		false 
Station	Record	12854	SE	GRÖ12	GRÄSÖ12	2019		H	545	T~S~E	60.42000	0.05000	18.53900	0.10000		PB	C	B		false 
Station	Record	12855	SE	GRÖ1	GRÄSÖ1	2019		H	545	T~S~E	60.39000	0.05000	18.55500	0.10000		PB	C	B		false 
Station	Record	12856	SE	GRÖ2	GRÄSÖ2	2019		H	545	T~S~E	60.40000	0.05000	18.55000	0.10000		PB	C	B		false 
Station	Record	12857	SE	GRÖ3	GRÄSÖ3	2019		H	545	T~S~E	60.36000	0.05000	18.63700	0.10000		PB	C	B		false 
Station	Record	12858	SE	WA9	WA9	2019		H	545	T~S~E	60.34000	0.05000	18.75000	0.10000		PB	C	B		false 
Station	Record	12859	SE	WA13	WA13	2019		H	545	T~S~E	60.53000	0.05000	18.38700	0.10000		PB	C	B		false 
Station	Record	12860	SE	YTTRE ARSKLÅVET	YTTRE ARSKLÅVET	2019		O	545	T~S~E	58.83000	0.05000	11.13100	0.10000		PB	C	B		false 
Station	Record	12862	SE	SKALLA FYR	SKALLA FYR	2019		H	545	T~S~E	57.35000	0.05000	11.98300	0.10000		PB	C	B		false 
Station	Record	12897	SE	Simrishamn småbåtshamn	Simrishamn småbåtshamn	2018		NTL~H	619	B~S~T	55.55970	0.00015	14.35227	0.00030		EF	C	IH-H		false 
Station	Record	13067	SE	NM1	Northern Midsea bank north1	2014	2019	H3	3512	U	56.21929	0.00080	17.28612	0.00250		CUWN	MO			false 
Station	Record	13076	SE	Hon1	Hönö primary station	2015		H3	3512	U	57.67967	0.00008	11.59150	0.00008		CUWN	MO			false 
Station	Record	13077	SE	Sun1	Sundsvall primary station	2018		H3	3512	U	62.20730	0.00080	18.08032	0.00080		CUWN	MO			false 
Station	Record	13078	SE	Sun2	Sundsvall extra	2018		H3	3512	U	62.20768	0.00080	18.08030	0.00080		CUWN	MO			false 
Station	Record	13079	SE	NM_syd1	Northern midsea bank south, east of NMS0	2018		H3	3512	U	56.07800	0.00080	17.36017	0.00080		CUWN	MO		Extra station for NMS0	false 
Station	Record	13080	SE	NM_syd2	South of NM0, 1036	2018		H3	3512	U	56.07727	0.00800	17.36570	0.00800		CUWN	MO		Close to NMS0	false 
Station	Record	13081	SE	Hon2	Hönö extra station	2018		H3	3512	U	57.68032	0.00020	11.59110	0.00020		CUWN	MO			false 
Station	Record	13082	SE	NM2	Northern Midsea bank extra	2015	2019	H3	3512	U					POLYGON((17.27021 56.2249,17.2697 56.22172,17.27532 56.22162,17.27414 56.22498,17.27021 56.2249))	CUWN	MO			false 
Station	Record	13102	SE	LÅNGSKÄRET	Långskäret Höga kustens kustvatten	2008		NTL~H	545	E~T~S	62.82050	0.05000	18.31200	0.10000		PB	C			false 
Station	Record	13103	SE	NMS0	Norther midsea bank south 1036	2021		H3	3512	U	56.07805	0.00070	17.36011	0.00120		CUWN	MO		Very close to NMS2. Also an important position for monitoring the harbour porpoise in the Baltic Sea.	false 
Station	Record	13104	SE	BLEKESKÄR	Blekeskär	2020		O	545	B~T~E	58.06000	0.05000	11.47000	0.10000		PB				false 
Station	Record	13105	SE	BRUNSKÄR	Brunskär	2020		O	545	B~T~E	58.06930	0.05000	11.43810	0.10000		PB				false 
Station	Record	13106	SE	DANHOLMEN	Danholmen	2020		O	545	B~T~E	58.10540	0.05000	11.42550	0.10000		PB				false 
Station	Record	13107	SE	EGGSKÄRSFYR	Eggskärsfyr	2020		O	545	B~T~E	57.94640	0.05000	11.51690	0.10000		PB				false 
Station	Record	13108	SE	GRÖTSKÄR	Grötskär	2020		O	545	B~T~E	58.60810	0.05000	11.22040	0.10000		PB				false 
Station	Record	13109	SE	KRÅKHOLMEN	Kråkholmen	2020		O	545	B~T~E	58.10540	0.05000	11.43350	0.10000		PB				false 
Station	Record	13110	SE	MÅVHOLMEN	MÅVHOLMEN	2020		O	545	B~T~E	57.58530	0.05000	11.75060	0.10000		PB				false 
Station	Record	13111	SE	NORRA DYNGÖN	Norra Dyngön	2020		O	545	B~T~E	58.60530	0.05000	11.19980	0.10000		PB				false 
Station	Record	13112	SE	OXSKÄR	Oxskär	2020		O	545	B~T~E	58.11760	0.05000	11.37630	0.10000		PB				false 
Station	Record	13113	SE	RAMNERED	Ramnered	2020		O	545	B~T~E	58.01370	0.05000	11.47690	0.10000		PB				false 
Station	Record	13114	SE	SALTSKÄR INRE	Saltskär Inre	2020		O	545	B~T~E	58.51470	0.05000	11.23060	0.10000		PB				false 
Station	Record	13115	SE	SJUMANNAHOLMEN	Sjumannaholmen	2020		O	545	B~T~E	57.59150	0.05000	11.76020	0.10000		PB				false 
Station	Record	13116	SE	SKÄDDESKÄREN	Skäddeskären	2020		O	545	B~T~E	58.49770	0.05000	11.25620	0.10000		PB				false 
Station	Record	13117	SE	SLUBBERSHOLMEN	Slubbersholmen	2020		O	545	B~T~E	58.05961	0.05000	11.44327	0.10000		PB				false 
Station	Record	13118	SE	SLÄNGERUMPAN	Slängerumpan	2020		O	545	B~T~E	58.61250	0.05000	11.18110	0.10000		PB				false 
Station	Record	13119	SE	STORA GRÅBENSKÄR	Stora Gråbenskär	2020		O	545	B~T~E	58.62340	0.05000	11.22600	0.10000		PB				false 
Station	Record	13120	SE	STORA HÅSKÄR	Stora Håskär	2020		O	545	B~T~E	58.54410	0.05000	11.16610	0.10000		PB				false 
Station	Record	13121	SE	STORA LYNGÖN	Stora Lyngön	2020		O	545	B~T~E	58.59020	0.05000	11.25160	0.10000		PB				false 
Station	Record	13122	SE	STORÖN	Storön	2020		O	545	B~T~E	58.57570	0.05000	11.07520	0.10000		PB				false 
Station	Record	13123	SE	SÖDRA STYRSÖ	Södra Styrsö	2020		O	545	B~T~E	57.59780	0.05000	11.77330	0.10000		PB				false 
Station	Record	13124	SE	TRINISSLA	Trinissla	2020		O	545	B~T~E	58.56660	0.05000	11.22300	0.10000		PB				false 
Station	Record	13125	SE	YTTRE VANNHOLMEN	Yttre Vannholmen	2020		O	545	B~T~E	57.93560	0.05000	11.51370	0.10000		PB				false 
Station	Record	13126	SE	ÄRHOLMEN	Ärholmen	2020		O	545	B~T~E	58.54820	0.05000	11.09330	0.10000		PB				false 
Station	Record	13127	SE	ELLÖSE_2	Ellöse_2	2017		O	545	T~B~S~E	58.18450	0.05000	11.42820	0.10000		ZB				false 
Station	Record	13128	SE	ELLÖSE_4	Ellöse_4	2017		O	545	T~B~S~E	58.18570	0.05000	11.40560	0.10000		ZB				false 
Station	Record	13129	SE	FJÄLLBACKA YTTRE_1	Fjällbacka yttre_1	2017		O	545	T~B~S~E	58.58040	0.05000	11.23460	0.10000		ZB				false 
Station	Record	13130	SE	FJÄLLBACKA YTTRE_2	Fjällbacka yttre_1	2017		O	545	T~B~S~E	58.60310	0.05000	11.18820	0.10000		ZB				false 
Station	Record	13131	SE	FJÄLLBACKA YTTRE_3	Fjällbacka yttre_3	2017		O	545	T~B~S~E	58.59830	0.05000	11.22420	0.10000		ZB				false 
Station	Record	13132	SE	FJÄLLBACKA YTTRE_4	Fjällbacka yttre_3	2017		O	545	T~B~S~E	58.61390	0.05000	11.20810	0.10000		ZB				false 
Station	Record	13133	SE	FJÄLLBACKA YTTRE_5	Fjällbacka yttre_5	2017		O	545	T~B~S~E	58.55120	0.05000	11.19920	0.10000		ZB				false 
Station	Record	13134	SE	GULLMARN_5	Gullmarn_5	2017		O	545	T~B~S~E	58.36140	0.05000	11.59160	0.10000		ZB				false 
Station	Record	13135	SE	LYSEKIL YTTRE KUST_4	Lysekil yttre kust_4	2017		O	545	T~B~S~E	58.26940	0.05000	11.24160	0.10000		ZB				false 
Station	Record	13136	SE	LYSEKIL YTTRE KUST_7	Lysekil yttre kust_7	2017		O	545	T~B~S~E	58.24780	0.05000	11.31190	0.10000		ZB				false 
Station	Record	13137	SE	LYSEKIL YTTRE KUST_10	Lysekil yttre kust_10	2017		O	545	T~B~S~E	58.23980	0.05000	11.25000	0.10000		ZB				false 
Station	Record	13138	SE	MARSTRAND RENINGSV_1	Marstrand reningsverk_1	2017		O	545	T~B~S~E	57.89250	0.05000	11.57200	0.10000		ZB				false 
Station	Record	13139	SE	MARSTRAND RENINGSV_2	Marstrand reningsverk_2	2017		O	545	T~B~S~E	57.89310	0.05000	11.57120	0.10000		ZB				false 
Station	Record	13140	SE	MARSTRAND RENINGSV_3	Marstrands reningsverk_3	2017		O	545	T~B~S~E	57.89420	0.05000	11.57090	0.10000		ZB				false 
Station	Record	13141	SE	MELLERSTA ÖRESUND_1	Mellersta Öresund_1	2017		H	545	T~B~S~E	55.96340	0.05000	12.70230	0.10000		ZB				false 
Station	Record	13142	SE	MELLERSTA ÖRESUND_2	Mellersta Öresund_2	2017		H	545	T~B~S~E	55.94050	0.05000	12.70490	0.10000		ZB				false 
Station	Record	13143	SE	MELLERSTA ÖRESUND_3	Mellersta Öresund_3	2017		H	545	T~B~S~E	55.92370	0.05000	12.72560	0.10000		ZB				false 
Station	Record	13144	SE	MELLERSTA ÖRESUND_4	Mellersta Öresund_4	2017		H	545	T~B~S~E	55.90350	0.05000	12.67160	0.10000		ZB				false 
Station	Record	13145	SE	MELLERSTA ÖRESUND_5	Mellersta Öresund_5	2017		H	545	T~B~S~E	55.89070	0.05000	12.75480	0.10000		ZB				false 
Station	Record	13146	SE	NORRA ÖRESUND_1	Norra Öresund_1	2017		H	545	T~B~S~E	56.09420	0.05000	12.59030	0.10000		ZB				false 
Station	Record	13147	SE	NORRA ÖRESUND_2	Norra Öresund_2	2017		H	545	T~B~S~E	56.26460	0.05000	12.44460	0.10000		ZB				false 
Station	Record	13148	SE	NORRA ÖRESUND_3	Norra Öresund_3	2017		H	545	T~B~S~E	56.21700	0.05000	12.40790	0.10000		ZB				false 
Station	Record	13149	SE	NORRA ÖRESUND_4	Norra Öresund_4	2017		H	545	T~B~S~E	56.14330	0.05000	12.50160	0.10000		ZB				false 
Station	Record	13150	SE	NORRA ÖRESUND_5	Norra Öresund_5	2017		H	545	T~B~S~E	56.20120	0.05000	12.47450	0.10000		ZB				false 
Station	Record	13151	SE	ONSALA KUST_2	Onsala kust_2	2017		O	545	T~B~S~E	57.52730	0.05000	11.79360	0.10000		ZB				false 
Station	Record	13152	SE	ONSALA KUST_3	Onsala kust_3	2017		O	545	T~B~S~E	57.50470	0.05000	11.80420	0.10000		ZB				false 
Station	Record	13153	SE	ONSALA KUST_4	Onsala kust_4	2017		O	545	T~B~S~E	57.38030	0.05000	11.89050	0.10000		ZB				false 
Station	Record	13154	SE	ONSALA KUST_5	Onsala kust_5	2017		O	545	T~B~S~E	57.33000	0.05000	11.85380	0.10000		ZB				false 
Station	Record	13155	SE	RISÖ-SÄRÖ_1	Risö-Särö_1	2017		O	545	T~B~S~E	57.50270	0.05000	11.90770	0.10000		ZB				false 
Station	Record	13156	SE	RISÖ-SÄRÖ_2	Risö-Särö_2	2017		O	545	T~B~S~E	57.50470	0.05000	11.90170	0.10000		ZB				false 
Station	Record	13157	SE	RISÖ-SÄRÖ_3	Risö-Särö_3	2017		O	545	T~B~S~E	57.48830	0.05000	11.89750	0.10000		ZB				false 
Station	Record	13158	SE	RISÖ-SÄRÖ_4	Risö-Särö_4	2017		O	545	T~B~S~E	57.52330	0.05000	11.90330	0.10000		ZB				false 
Station	Record	13159	SE	RISÖ-SÄRÖ_5	Risö-Särö_5	2017		O	545	T~B~S~E	57.49480	0.05000	11.86560	0.10000		ZB				false 
Station	Record	13160	SE	S HALLANDS KUSTVATTEN_3	S Hallands kustvatten_3	2017		H	545	T~B~S~E	56.69990	0.05000	12.63840	0.10000		ZB				false 
Station	Record	13161	SE	S HALLANDS KUSTVATTEN_4	S Hallands Kustvatten_4	2017		H	545	T~B~S~E	56.65090	0.05000	12.67610	0.10000		ZB				false 
Station	Record	13162	SE	SALTKÄLLAN_1	Saltkällan_1	2017		O	545	T~B~S~E	58.40210	0.05000	11.62700	0.10000		ZB				false 
Station	Record	13163	SE	SALTKÄLLAN_2	Saltkällan_2	2017		O	545	T~B~S~E	58.41180	0.05000	11.63700	0.10000		ZB				false 
Station	Record	13164	SE	SALTKÄLLAN_3	Saltkällan_3	2017		O	545	T~B~S~E	58.43030	0.05000	11.67490	0.10000		ZB				false 
Station	Record	13165	SE	SALTKÄLLAN_4	Saltkällan_4	2017		O	545	T~B~S~E	58.42270	0.05000	11.64700	0.10000		ZB				false 
Station	Record	13166	SE	SALTKÄLLAN_5	Saltkällan_5	2017		O	545	T~B~S~E	58.41670	0.05000	11.65000	0.10000		ZB				false 
Station	Record	13167	SE	SKAGERRAK UTSJÖ_6	Skagerrak utsjö_6	2017		O	545	T~B~S~E	58.54150	0.05000	10.79150	0.10000		ZB				false 
Station	Record	13168	SE	SKAGERRAK UTSJÖ_7	Skagerrak utsjö_7	2017		O	545	T~B~S~E	58.85000	0.05000	10.76170	0.10000		ZB				false 
Station	Record	13169	SE	SKAGERRAK UTSJÖ_8	Skagerrak utsjö_8	2017		O	545	T~B~S~E	58.25330	0.05000	11.05830	0.10000		ZB				false 
Station	Record	13170	SE	SKAGERRAK UTSJÖ_9	Skagerrak utsjö_9	2017		O	545	T~B~S~E	57.93170	0.05000	11.04150	0.10000		ZB				false 
Station	Record	13171	SE	SKÄLDERVIKEN_1	Skälderviken_1	2017		H	545	T~B~S~E	56.31000	0.05000	12.54890	0.10000		ZB			Different station from SKÄLDERVIKEN-1 (code = 6081) and also different station data type (zoobenthos compared to Physico-chemical).	false 
Station	Record	13172	SE	SKÄLDERVIKEN_2	Skälderviken_2	2017		H	545	T~B~S~E	56.34490	0.05000	12.57300	0.10000		ZB				false 
Station	Record	13173	SE	SKÄLDERVIKEN_3	Skälderviken_3	2017		H	545	T~B~S~E	56.39460	0.05000	12.61000	0.10000		ZB				false 
Station	Record	13174	SE	SKÄLDERVIKEN_4	Skälderviken_4	2017		H	545	T~B~S~E	56.34750	0.05000	12.67000	0.10000		ZB				false 
Station	Record	13175	SE	SKÄLDERVIKEN_5	Skälderviken_5	2017		H	545	T~B~S~E	56.32570	0.05000	12.65100	0.10000		ZB				false 
Station	Record	13176	SE	SKÄLDERVIKEN_6	Skälderviken_6	2017		H	545	T~B~S~E	56.35740	0.05000	12.51760	0.10000		ZB				false 
Station	Record	13177	SE	SKÄLDERVIKEN_7	Skälderviken_7	2017		H	545	T~B~S~E	56.42770	0.05000	12.52080	0.10000		ZB				false 
Station	Record	13178	SE	SKÄLDERVIKEN_8	Skälderviken_8	2017		H	545	T~B~S~E	56.38390	0.05000	12.48710	0.10000		ZB				false 
Station	Record	13179	SE	SKÄLDERVIKEN_9	Skälderviken_9	2017		H	545	T~B~S~E	56.33410	0.05000	12.45920	0.10000		ZB				false 
Station	Record	13180	SE	SKÄLDERVIKEN_10	Skälderviken_10	2017		H	545	T~B~S~E	56.39220	0.05000	12.57270	0.10000		ZB				false 
Station	Record	13181	SE	SÖDRA ÖRESUND_1	Södra Öresund_1	2017		H	545	T~B~S~E	55.70170	0.05000	12.88080	0.10000		ZB				false 
Station	Record	13182	SE	SÖDRA ÖRESUND_4	Södra Öresund_4	2017		H	545	T~B~S~E	55.79790	0.05000	12.82910	0.10000		ZB				false 
Station	Record	13183	SE	STRÄVLIDEN_1	Strävliden_1	2017		NTL~O	545	T~B~S~E	58.09230	0.05000	11.80600	0.10000		EF~ZB	CF	IH		false 
Station	Record	13184	SE	STRÄVLIDEN_2	Strävliden_2	2017		O	545	T~B~S~E	58.09420	0.05000	11.80620	0.10000		ZB				false 
Station	Record	13185	SE	STRÄVLIDEN_3	Strävliden_3	2017		O	545	T~B~S~E	58.09510	0.05000	11.80600	0.10000		ZB				false 
Station	Record	13186	SE	STRÄVLIDEN_4	Strävliden_4	2017		O	545	T~B~S~E	58.09600	0.05000	11.80590	0.10000		ZB				false 
Station	Record	13187	SE	STRÄVLIDEN_5	Strävliden_5	2017		O	545	T~B~S~E	58.09690	0.05000	11.80540	0.10000		ZB				false 
Station	Record	13188	SE	STRÄVLIDEN_6	Strävliden_6	2017		O	545	T~B~S~E	58.09870	0.05000	11.80500	0.10000		ZB				false 
Station	Record	13189	SE	STRÖMSTAD_2	Strömstad_2	2017		O	545	T~B~S~E	58.94700	0.05000	11.12470	0.10000		ZB				false 
Station	Record	13190	SE	STRÖMSTAD_3	Strömstad_3	2017		O	545	T~B~S~E	58.92890	0.05000	11.16610	0.10000		ZB				false 
Station	Record	13191	SE	STRÖMSTAD_4	Strömstad_4	2017		O	545	T~B~S~E	58.92920	0.05000	11.13930	0.10000		ZB				false 
Station	Record	13192	SE	STRÖMSTAD_5	Strömstad_5	2017		O	545	T~B~S~E	58.96210	0.05000	11.11460	0.10000		ZB				false 
Station	Record	13252	SE	SÖDRA ÖRESUND_2	Södra Öresund_2	2017		H	545	E~S~T	55.81900	0.05000	12.73900	0.10000		ZB				false 
Station	Record	13253	SE	SÖDRA ÖRESUND_3	Södra Öresund_3	2017		H	545	E~S~T	55.74100	0.05000	12.88700	0.10000		ZB				false 
Station	Record	13254	SE	SÖDRA ÖRESUND_5	Södra Öresund_5	2017		H	545	E~S~T	55.74700	0.05000	12.81400	0.10000		ZB				false 
Station	Record	13255	SE	Simrishamn referens	Simrishamn referens	2019		NTL~H	619	B~T~S	55.57286	0.00050	14.34497	0.00050		EF	C	B		false 
Station	Record	13458	SE	MÅKHOLMEN	MÅKHOLMEN	2020		NTL	545	T~B~S~E	58.54041	0.05000	11.22559	0.10000		PB				false 
Station	Record	13483	SE	ASKIMSFJORDEN 1	Askimsfjorden 1	2019		O~H~NTL	545	B~S~T	57.60515	0.05000	11.84725	0.10000		ZB				false 
Station	Record	13484	SE	ASKIMSFJORDEN 3	Askimsfjorden 3	2019		O~H~NTL	545	B~S~T	57.58398	0.05000	11.88063	0.10000		ZB				false 
Station	Record	13485	SE	ASKIMSFJORDEN 5	Askimsfjorden 5	2019		O~H~NTL	545	B~S~T	57.59357	0.05000	11.88977	0.10000		ZB				false 
Station	Record	13486	SE	DANA FJORD 6	Dana fjord 6	2019		O~H~NTL	545	B~S~T	57.67763	0.05000	11.70778	0.10000		ZB				false 
Station	Record	13487	SE	DANA FJORD 7	Dana fjord 7	2019		O~H~NTL	545	B~S~T	57.66042	0.05000	11.68297	0.10000		ZB				false 
Station	Record	13488	SE	DANA FJORD 8	Dana fjord 8	2019		O~H~NTL	545	B~S~T	57.64885	0.05000	11.68973	0.10000		ZB				false 
Station	Record	13489	SE	DANA FJORD 9	Dana fjord 9	2019		O~H~NTL	545	B~S~T	57.65862	0.05000	11.73278	0.10000		ZB				false 
Station	Record	13490	SE	GÖTEBORG YTTRE KUST 1	Göteborg yttre kust 1	2019		O~H~NTL	545	B~S~T	57.61508	0.05000	11.66103	0.10000		ZB				false 
Station	Record	13491	SE	GÖTEBORG YTTRE KUST 2	Göteborg yttre kust 2	2019		O~H~NTL	545	B~S~T	57.57275	0.05000	11.68508	0.10000		ZB				false 
Station	Record	13492	SE	GÖTEBORG YTTRE KUST 3	Göteborg yttre kust 3	2019		O~H~NTL	545	B~S~T	57.60907	0.05000	11.68737	0.10000		ZB				false 
Station	Record	13493	SE	GÖTEBORG YTTRE KUST 4	Göteborg yttre kust 4	2019		O~H~NTL	545	B~S~T	57.59305	0.05000	11.67585	0.10000		ZB				false 
Station	Record	13494	SE	GÖTEBORG YTTRE KUST 5	Göteborg yttre kust 5	2019		O~H~NTL	545	B~S~T	57.56807	0.05000	11.63618	0.10000		ZB				false 
Station	Record	13495	SE	GÖTEBORG YTTRE KUST 6	Göteborg yttre kust 6	2019		O~H~NTL	545	B~S~T	57.55158	0.05000	11.66005	0.10000		ZB				false 
Station	Record	13496	SE	GÖTEBORG YTTRE KUST 7	Göteborg yttre kust 7	2019		O~H~NTL	545	B~S~T	57.59295	0.05000	11.62135	0.10000		ZB				false 
Station	Record	13497	SE	GÖTEBORG YTTRE KUST 8	Göteborg yttre kust 8	2019		O~H~NTL	545	B~S~T	57.58413	0.05000	11.64770	0.10000		ZB				false 
Station	Record	13498	SE	GÖTEBORG YTTRE KUST 9	Göteborg yttre kust 9	2019		O~H~NTL	545	B~S~T	57.61088	0.05000	11.59275	0.10000		ZB				false 
Station	Record	13499	SE	HALSE ASKERÖFJORD 1	Halse Askeröfjord 1	2019		O~NTL	545	B~S~T	58.08028	0.05000	11.79143	0.10000		ZB				false 
Station	Record	13500	SE	HAVSTENS FJORD. N BRATTÖN	Havstens fjord. N Brattön	2019		O~NTL	545	B~S~T	58.31583	0.05000	11.79167	0.10000		ZB				false 
Station	Record	13501	SE	HAVSTENSFJORD 1	Havstensfjord 1	2019		O~NTL	545	B~S~T	58.29912	0.05000	11.78058	0.10000		ZB				false 
Station	Record	13502	SE	HAVSTENSFJORD 2	Havstensfjord 2	2019		O~NTL	545	B~S~T	58.28047	0.05000	11.77260	0.10000		ZB				false 
Station	Record	13503	SE	HAVSTENSFJORD 3	Havstensfjord 3	2019		O~NTL	545	B~S~T	58.26585	0.05000	11.80160	0.10000		ZB				false 
Station	Record	13504	SE	HAVSTENSFJORD 4	Havstensfjord 4	2019		O~NTL	545	B~S~T	58.28440	0.05000	11.80657	0.10000		ZB				false 
Station	Record	13505	SE	HAVSTENSFJORD 5	Havstensfjord 5	2019		O~NTL	545	B~S~T	58.30753	0.05000	11.74207	0.10000		ZB				false 
Station	Record	13506	SE	HAVSTENSFJORD 6	Havstensfjord 6	2019		O~NTL	545	B~S~T	58.31217	0.05000	11.76733	0.10000		ZB				false 
Station	Record	13507	SE	HAVSTENSFJORD 7	Havstensfjord 7	2019		O~NTL	545	B~S~T	58.29985	0.05000	11.80723	0.10000		ZB				false 
Station	Record	13508	SE	HAVSTENSFJORD 8	Havstensfjord 8	2019		O~NTL	545	B~S~T	58.27165	0.05000	11.82505	0.10000		ZB				false 
Station	Record	13509	SE	HAVSTENSFJORD 9	Havstensfjord 9	2019		O~NTL	545	B~S~T	58.25910	0.05000	11.81778	0.10000		ZB				false 
Station	Record	13510	SE	KATTEGATT UTSJÖ 1	Kattegatt utsjö 1	2019		O~H~NTL	545	B~S~T	57.03773	0.05000	11.80013	0.10000		ZB				false 
Station	Record	13511	SE	KATTEGATT UTSJÖ 3	Kattegatt utsjö 3	2019		O~H~NTL	545	B~S~T	57.33718	0.05000	11.67438	0.10000		ZB				false 
Station	Record	13512	SE	KATTEGATT UTSJÖ 4	Kattegatt utsjö 4	2019		O~H~NTL	545	B~S~T	57.54950	0.05000	11.52483	0.10000		ZB				false 
Station	Record	13513	SE	KLÄDESHOLMEN 1	Klädesholmen 1	2019		O~NTL	545	B~S~T	57.95278	0.05000	11.55718	0.10000		ZB				false 
Station	Record	13514	SE	KLÄDESHOLMEN 3	Klädesholmen 3	2019		O~NTL	545	B~S~T	57.97055	0.05000	11.53453	0.10000		ZB				false 
Station	Record	13515	SE	KUNGSHAMN S 1	Kungshamn S 1	2019		O~NTL	545	B~S~T	58.34995	0.05000	11.22788	0.10000		ZB				false 
Station	Record	13516	SE	KUNGSHAMN S 3	Kungshamn S 3	2019		O~NTL	545	B~S~T	58.36737	0.05000	11.24027	0.10000		ZB				false 
Station	Record	13517	SE	KUNGSHAMN S 5	Kungshamn S 5	2019		O~NTL	545	B~S~T	58.35185	0.05000	11.25282	0.10000		ZB				false 
Station	Record	13564	SE	BROA E	BROA E	2018		O	545	B~E~T	58.24490	0.05000	11.31370	0.10000		ZP		B		false 
Station	Record	13570	SE	GRÅBENSKÄR	GRÅBENSKÄR	2019		O~NTL	545	B~T~E~S	58.27087	0.05000	11.49319	0.10000		PB				false 
Station	Record	13571	SE	RÖDBERGEN	RÖDBERGEN	2019		O~NTL	545	B~T~E~S	58.25933	0.05000	11.46619	0.10000		PB				false 
Station	Record	13572	SE	ÄGGLÖS	ÄGGLÖS	2019		O~NTL	545	B~T~E~S	58.38491	0.05000	11.23129	0.10000		PB				false 
Station	Record	13573	SE	DÖDHOLMARNA	DÖDHOLMARNA	2019		O~NTL	545	B~T~E~S	58.34547	0.05000	11.24351	0.10000		PB				false 
Station	Record	13574	SE	GALGHOLMEN	GALGHOLMEN	2019		O~NTL	545	B~T~E~S	58.19108	0.05000	11.43429	0.10000		PB				false 
Station	Record	13575	SE	GALTEN	GALTEN	2019		O~NTL	545	B~T~E~S	58.19169	0.05000	11.42068	0.10000		PB				false 
Station	Record	13576	SE	GRINDHOLMEN	GRINDHOLMEN	2019		O~NTL	545	B~T~E~S	58.37773	0.05000	11.24119	0.10000		PB				false 
Station	Record	13577	SE	NORRA LÅNGÖN	NORRA LÅNGÖN	2019		O~NTL	545	B~T~E~S	58.94840	0.05000	11.10703	0.10000		PB				false 
Station	Record	13578	SE	ROPAREN	ROPAREN	2019		O~NTL	545	B~T~E~S	58.14105	0.05000	11.37815	0.10000		PB				false 
Station	Record	13579	SE	RÖRHOLMEN	RÖRHOLMEN	2019		O~NTL	545	B~T~E~S	58.13673	0.05000	11.39024	0.10000		PB				false 
Station	Record	13580	SE	SAXEN	SAXEN	2019		O~NTL	545	B~T~E~S	58.34451	0.05000	11.25358	0.10000		PB				false 
Station	Record	13581	SE	STENHYTTAN	STENHYTTAN	2019		O~NTL	545	B~T~E~S	58.13149	0.05000	11.38885	0.10000		PB				false 
Station	Record	13582	SE	STENSKÄR	STENSKÄR	2019		O~NTL	545	B~T~E~S	58.33081	0.05000	11.23589	0.10000		PB				false 
Station	Record	13583	SE	SYD-HÄLLSÖ	SYD-HÄLLSÖ	2019		O~NTL	545	B~T~E~S	58.95245	0.05000	11.08491	0.10000		PB				false 
Station	Record	13584	SE	TRYGGÖSKÄR	TRYGGÖSKÄR	2019		O~NTL	545	B~T~E~S	58.38680	0.05000	11.23012	0.10000		PB				false 
Station	Record	13585	SE	BRÅDSKÄR	BRÅDSKÄR	2019		O~H~NTL	545	B~T~E~S	57.56318	0.05000	11.87744	0.10000		PB				false 
Station	Record	13586	SE	DRAGS NÄSA	DRAGS NÄSA	2019		O~H~NTL	545	B~T~E~S	57.58813	0.05000	11.89815	0.10000		PB				false 
